nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT00829816,"ClinicalTrials.gov processed this data on January 31, 2020",2009-01-12,,,2015-11-06,2009-01-23,2009-01-27,Estimate,,,,,,,2015-11-06,2015-11-10,Estimate,December 2008,,2008-12-31,November 2015,2015-11-30,August 2010,Actual,2010-08-31,April 2009,Actual,2009-04-30,,Interventional,,,"Safety and Tolerability of Dimebon in Patients on Memantine, and Memantine Plus Donepezil",A Multi-Center Phase 1 Study of the Safety and Tolerability of Dimebon in Alzheimer's Disease Patients on Memantine (Cohort 1) and Memantine Plus Donepezil (Cohort 2),Completed,,Phase 1,46,Actual,"Medivation, Inc.",,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 18:45:21.480398,2020-02-01 18:45:21.480398,"Medivation, Inc.",Industry,Dimebon,Drug
NCT00235716,"ClinicalTrials.gov processed this data on January 31, 2020",2005-10-06,2013-12-06,,2014-07-14,2005-10-06,2005-10-10,Estimate,2014-01-23,2014-01-29,Estimate,,,,2014-07-14,2014-07-23,Estimate,August 2007,,2007-08-31,July 2014,2014-07-31,October 2012,Actual,2012-10-31,September 2012,Actual,2012-09-30,,Interventional,TEAM-AD,,"A Randomized, Clinical Trial of Vitamin E and Memantine in Alzheimer's Disease","CSP #546 - A Randomized, Clinical Trial of Vitamin E and Memantine in Alzheimer's Disease (TEAM-AD)",Completed,,Phase 3,613,Actual,VA Office of Research and Development,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 21:42:18.318346,2020-02-01 21:42:18.318346,US Department of Veterans Affairs,U.S. Fed,dl-alpha-tocopherol,Drug
NCT00602680,"ClinicalTrials.gov processed this data on January 31, 2020",2008-01-16,,,2009-07-17,2008-01-16,2008-01-28,Estimate,,,,,,,2009-07-17,2009-07-20,Estimate,January 2008,,2008-01-31,July 2009,2009-07-31,July 2008,Actual,2008-07-31,July 2008,Actual,2008-07-31,,Interventional,,,Effect on Cognitive Performance and Safety/Tolerability of SSR180711C in Mild Alzheimer's Disease,"A Multicenter, Double-blind, Parallel-group, Placebo-controlled Study of the Effect on Cognitive Performance and Safety/Tolerability of SSR180711C for 4 Weeks, Using Donepezil as Calibrator, in Patients With Mild Alzheimer's Disease",Terminated,,Phase 2,1,Actual,Sanofi,,5,,Insufficient expected benefit risk,False,,,,True,,,,,,,,,,,,,2020-02-01 19:52:44.951641,2020-02-01 19:52:44.951641,Sanofi,Industry,donepezil,Drug
NCT01018875,"ClinicalTrials.gov processed this data on January 31, 2020",2009-11-20,,2012-02-01,2018-06-01,2009-11-23,2009-11-24,Estimate,,,,2012-02-01,2012-02-03,Estimate,2018-06-01,2018-06-06,Actual,December 2009,,2009-12-31,January 2013,2013-01-31,February 2011,Actual,2011-02-28,February 2011,Actual,2011-02-28,,Interventional,,,Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease,"A Randomized, Double-Blind, Active- and Placebo-Controlled Study to Evaluate the Efficacy and Safety of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease",Completed,,Phase 2,242,Actual,AbbVie,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:45:00.201179,2020-02-01 17:45:00.201179,"AbbVie (prior sponsor, Abbott)",Industry,donepezil,Drug
NCT02305836,"ClinicalTrials.gov processed this data on January 31, 2020",2014-11-13,,,2017-05-13,2014-11-28,2014-12-03,Estimate,,,,,,,2017-05-13,2017-05-16,Actual,June 2017,Anticipated,2017-06-30,May 2017,2017-05-31,December 2019,Anticipated,2019-12-31,June 2019,Anticipated,2019-06-30,,Interventional,,,Effect of Electroacupuncture Combined With Donepezil for Treating Alzheimer's Disease,The Effect of Electroacupuncture Combined With Donepezil on Cognitive Function in Alzheimer's Disease Patients: Study Protocol for a Randomized Controlled Trial,Unknown status,Recruiting,Phase 2,334,Anticipated,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,,2,,,False,,,,True,False,False,,,,,,,,,,,2020-02-01 12:05:20.079249,2020-02-01 12:05:20.079249,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,Other,donepezil,Drug
NCT00151398,"ClinicalTrials.gov processed this data on January 31, 2020",2005-09-06,,2013-02-07,2013-02-07,2005-09-07,2005-09-08,Estimate,,,,2013-02-07,2013-02-11,Estimate,2013-02-07,2013-02-11,Estimate,September 2005,,2005-09-30,July 2008,2008-07-31,March 2008,Actual,2008-03-31,March 2008,Actual,2008-03-31,,Interventional,,,Study Evaluating Lecozotan SR in Mild to Moderate Alzheimer's Disease (AD),"A 3-Month, Randomized, Double-Blind, Placebo-Controlled, Multicenter, Safety, Tolerability, and Efficacy Study Of 3 Doses Of Lecozotan (SRA-333) SR In Outpatients With Mild To Moderate Alzheimer's Disease With Donepezil As Active Control.",Completed,,Phase 2,229,Actual,Wyeth is now a wholly owned subsidiary of Pfizer,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 22:02:22.166435,2020-02-01 22:02:22.166435,Wyeth is now a wholly owned subsidiary of Pfizer,Industry,Donepezil,Drug
NCT00423228,"ClinicalTrials.gov processed this data on January 31, 2020",2007-01-17,,,2015-01-13,2007-01-17,2007-01-18,Estimate,,,,,,,2015-01-13,2015-01-14,Estimate,February 2007,,2007-02-28,January 2015,2015-01-31,April 2009,Actual,2009-04-30,April 2009,Actual,2009-04-30,,Interventional,BRAINz,,Efficacy Study of a ZT-1 Implant in Patients Suffering From Alzheimer's Disease,"A Randomised, Double-blind, Double-dummy, Oral Donepezil Controlled Study on the Safety and Efficacy of Repeated Monthly Subcutaneous Injections of a Sustained-release Implant of ZT 1 in Patients With Moderate Alzheimer's Disease",Completed,,N/A,228,Actual,Debiopharm International SA,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:48:39.791345,2020-02-01 20:48:39.791345,Debiopharm International SA,Industry,Donepezil,Drug
NCT00501111,"ClinicalTrials.gov processed this data on January 31, 2020",2007-07-12,,,2014-07-22,2007-07-12,2007-07-13,Estimate,,,,,,,2014-07-22,2014-07-23,Estimate,July 2007,,2007-07-31,July 2014,2014-07-31,August 2008,Actual,2008-08-31,August 2008,Actual,2008-08-31,,Interventional,Sirocco,,Proof of Concept Study of Cognitive Improvement in Patients With Alzheimer's Disease,"A Multi-centre, Double-blind, Double-dummy, Placebo Controlled Parallel Group Randomized Phase IIb Proof of Concept Study With 3 Oral Dose Groups of AZD3480 or Donepezil During 12 Weeks Treatment in Patients With Alzheimer's Disease",Completed,,Phase 2,659,Actual,AstraZeneca,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 20:24:11.554357,2020-02-01 20:24:11.554357,AstraZeneca,Industry,Donepezil,Drug
NCT00766363,"ClinicalTrials.gov processed this data on January 31, 2020",2008-10-01,2011-06-16,,2012-04-18,2008-10-02,2008-10-03,Estimate,2011-06-16,2011-07-14,Estimate,,,,2012-04-18,2012-04-20,Estimate,October 2008,,2008-10-31,April 2012,2012-04-30,March 2009,Actual,2009-03-31,March 2009,Actual,2009-03-31,,Interventional,,,"Safety, Tolerability, and Pharmacokinetic Study of EVP-6124 in Patients With Alzheimer's Disease","A Randomized, Double-Blind, Placebo-Controlled, Ascending-Dose Phase 1b Safety Study of Three Different Doses of an Alpha-7 Nicotinic Acetylcholine Receptor Agonist (EVP-6124) or Placebo in Patients With Mild to Moderate Probable Alzheimer's Disease",Completed,,Phase 1,49,Actual,FORUM Pharmaceuticals Inc,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:04:53.564244,2020-02-01 19:04:53.564244,FORUM Pharmaceuticals Inc,Industry,Donepezil,Drug
NCT00866060,"ClinicalTrials.gov processed this data on January 31, 2020",2009-03-19,,,2009-03-19,2009-03-19,2009-03-20,Estimate,,,,,,,2009-03-19,2009-03-20,Estimate,February 2008,,2008-02-29,March 2009,2009-03-31,June 2013,Anticipated,2013-06-30,February 2012,Anticipated,2012-02-29,,Interventional,DOMINO-AD,,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Unknown status,Recruiting,Phase 4,800,Anticipated,King's College London,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:34:35.920768,2020-02-01 18:34:35.920768,King's College London,Other,Donepezil,Drug
NCT01266525,"ClinicalTrials.gov processed this data on January 31, 2020",2010-12-23,,2016-02-12,2016-02-12,2010-12-23,2010-12-24,Estimate,,,,2016-02-12,2016-03-14,Estimate,2016-02-12,2016-03-14,Estimate,February 2011,,2011-02-28,February 2016,2016-02-29,January 2013,Actual,2013-01-31,January 2013,Actual,2013-01-31,,Interventional,,,Effect of Different Doses of SAR110894 on Cognition in Patients With Mild to Moderate Alzheimer's Disease on Donepezil,"A Multinational, Multicenter, Randomized, Double-blind, Parallel-group, Placebo-controlled Study of the Effect on Cognitive Performance, Safety, and Tolerability of SAR110894D at the Doses of 0.5 mg, 2 mg, and 5 mg/Day for 24 Weeks in Patients With Mild to Moderate Alzheimer's Disease on Stable Donepezil Therapy",Completed,,Phase 2,291,Actual,Sanofi,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:32:09.069267,2020-02-01 16:32:09.069267,Sanofi,Industry,Donepezil,Drug
NCT01466088,"ClinicalTrials.gov processed this data on January 31, 2020",2011-11-02,,2015-05-11,2015-05-11,2011-11-04,2011-11-06,Estimate,,,,2015-05-11,2015-06-03,Estimate,2015-05-11,2015-06-03,Estimate,October 2011,,2011-10-31,July 2014,2014-07-31,May 2014,Actual,2014-05-31,May 2014,Actual,2014-05-31,,Interventional,,,"Efficacy, Safety, & Tolerability of AZD3480 Patients With Mild to Moderate Dementia of the Alzheimer's Type (AD)","Double-Blind, Positive Comparator, Randomized, Parallel Study of Efficacy, Safety, and Tolerability of AZD3480 (TC-1734-226) as Monotherapy in Patients With Mild to Moderate Dementia of the Alzheimer's Type",Completed,,Phase 2,386,Actual,Targacept Inc.,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 15:38:14.385865,2020-02-01 15:38:14.385865,Targacept Inc.,Industry,Donepezil,Drug
NCT02051335,"ClinicalTrials.gov processed this data on January 31, 2020",2014-01-29,2015-05-17,,2016-12-02,2014-01-29,2014-01-31,Estimate,2015-07-20,2015-08-17,Estimate,,,,2016-12-02,2017-02-01,Estimate,January 2014,,2014-01-31,September 2016,2016-09-30,May 2014,Actual,2014-05-31,May 2014,Actual,2014-05-31,,Interventional,,,Roflumilast and Donepezil to Reverse Scopolamine Induced Cognitive Deficits in Healthy Adults,"A Randomized, Double-Blind, Placebo Controlled, 4-Period, Cross-Over Study to Evaluate the Effects of Single Oral Administrations of Roflumilast in Combination With Donepezil on Reversing Scopolamine (Hyoscine) Induced Deficits in Psychomotor and Cognitive Function in Healthy Adults",Completed,,Phase 1,27,Actual,AstraZeneca,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 13:05:37.068408,2020-02-01 13:05:37.068408,AstraZeneca,Industry,Donepezil,Drug
NCT02769065,"ClinicalTrials.gov processed this data on January 31, 2020",2016-05-10,2018-05-30,,2019-03-08,2016-05-10,2016-05-11,Estimate,2019-03-08,2019-06-10,Actual,,,,2019-03-08,2019-06-10,Actual,"May 5, 2016",Actual,2016-05-05,March 2019,2019-03-31,"June 8, 2017",Actual,2017-06-08,"June 8, 2017",Actual,2017-06-08,,Interventional,,Safety analysis set (SAS) included all participants who were enrolled and received at least 1 dose of the study drug.,Study of TAK-071 in Healthy Participants and Participants With Mild Cognitive Impairment/Mild Alzheimer Disease and Relative Bioavailability (BA) and Food Effect of TAK-071 in Healthy Participants,"A Phase 1 Safety, Tolerability, and Pharmacokinetic Study of Escalating Single and Multiple Oral Doses of TAK-071 in Healthy Subjects and Subjects With Mild Cognitive Impairment/Mild Alzheimer Disease and Relative Bioavailability and Food Effect of TAK-071 in Healthy Subjects",Terminated,,Phase 1,179,Actual,Takeda,,30,,Terminated prematurely as data from cohort no longer needed due to indication change.,False,,,,False,True,False,,,,,,,,,,,2020-02-01 10:23:19.348529,2020-02-01 10:23:19.348529,Takeda,Industry,Donepezil,Drug
NCT03055741,"ClinicalTrials.gov processed this data on January 31, 2020",2017-02-14,,,2019-08-19,2017-02-15,2017-02-16,Actual,,,,,,,2019-08-19,2019-08-20,Actual,"December 28, 2016",Actual,2016-12-28,August 2019,2019-08-31,August 2019,Actual,2019-08-31,February 2019,Actual,2019-02-28,,Interventional,,,Study of DHP1401 in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil(DRAMA),"A Multicenter, Randomized, Double-blind, Placebo-controlled, Phase IIb, Clinical Study to Evaluate the Safety and Efficacy of DHP1401 in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil(DRAMA)",Completed,,Phase 2,180,Actual,"Daehwa Pharmaceutical Co., Ltd.",,3,,,False,,,,True,,,,,,,,,,,No,,2020-02-01 09:26:53.735013,2020-02-01 09:26:53.735013,"Daehwa Pharmaceutical Co., Ltd.",Industry,Donepezil,Drug
NCT03698695,"ClinicalTrials.gov processed this data on January 31, 2020",2018-10-02,,,2020-01-21,2018-10-03,2018-10-09,Actual,,,,,,,2020-01-21,2020-01-22,Actual,"September 27, 2018",Actual,2018-09-27,January 2020,2020-01-31,"December 20, 2019",Actual,2019-12-20,"October 20, 2019",Actual,2019-10-20,,Interventional,,,"A Pharmacodynamics, Safety, and Pharmacokinetics Study of THN201 Versus Donepezil in Healthy Male Volunteers","A Double Blind, Placebo-controlled, Randomized, 15-day Treatment, Pharmacodynamics, Safety, and Pharmacokinetics Study of THN201 Versus Donepezil Administered Orally to Healthy Male Volunteers Including a Scopolamine Challenge",Completed,,Phase 1,152,Actual,Theranexus,,3,,,False,,,,False,False,False,,,,,,,,,,,2020-02-01 07:39:11.698156,2020-02-01 07:39:11.698156,Theranexus,Industry,Donepezil,Drug
NCT03810794,"ClinicalTrials.gov processed this data on February 06, 2020",2019-01-17,,,2020-02-04,2019-01-17,2019-01-22,Actual,,,,,,,2020-02-04,2020-02-05,Actual,"March 1, 2019",Actual,2019-03-01,February 2020,2020-02-29,"September 30, 2021",Anticipated,2021-09-30,"March 30, 2021",Anticipated,2021-03-30,,Interventional,,,Clinical Evaluation on the Therapeutic Effect of Acupuncture Treatment for Alzheimer's Disease,Clinical Evaluation on the Therapeutic Effect of Acupuncture Treatment for Alzheimer's Disease: Multicenter Randomized Controlled Trial,Recruiting,,N/A,180,Anticipated,Shanghai University of Traditional Chinese Medicine,,2,,,False,,,,True,False,False,,,False,,,,,,,,2020-02-07 05:57:00.410826,2020-02-07 05:57:00.410826,Shanghai University of Traditional Chinese Medicine,Other,Donepezil,Drug
NCT01255046,"ClinicalTrials.gov processed this data on January 31, 2020",2010-12-03,,,2014-08-19,2010-12-05,2010-12-07,Estimate,,,,,,,2014-08-19,2014-08-20,Estimate,December 2015,,2015-12-31,August 2014,2014-08-31,,,,December 2018,Anticipated,2018-12-31,,Interventional,,,Study of STA-1 as an Add-on Treatment to Donepezil,"A Phase II Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Evaluate the Efficacy and Safety of STA-1 as an Add-on Treatment to Donepezil in Patients With Mild to Moderate Alzheimer's Disease",Unknown status,Not yet recruiting,Phase 2,136,Anticipated,"Sinphar Pharmaceutical Co., Ltd",,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:35:48.924341,2020-02-01 16:35:48.924341,"Sinphar Pharmaceutical Co., Ltd",Other,"Donepezil,",Drug
NCT02051335,"ClinicalTrials.gov processed this data on January 31, 2020",2014-01-29,2015-05-17,,2016-12-02,2014-01-29,2014-01-31,Estimate,2015-07-20,2015-08-17,Estimate,,,,2016-12-02,2017-02-01,Estimate,January 2014,,2014-01-31,September 2016,2016-09-30,May 2014,Actual,2014-05-31,May 2014,Actual,2014-05-31,,Interventional,,,Roflumilast and Donepezil to Reverse Scopolamine Induced Cognitive Deficits in Healthy Adults,"A Randomized, Double-Blind, Placebo Controlled, 4-Period, Cross-Over Study to Evaluate the Effects of Single Oral Administrations of Roflumilast in Combination With Donepezil on Reversing Scopolamine (Hyoscine) Induced Deficits in Psychomotor and Cognitive Function in Healthy Adults",Completed,,Phase 1,27,Actual,AstraZeneca,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 13:05:37.068408,2020-02-01 13:05:37.068408,AstraZeneca,Industry,Donepezil placebo,Drug
NCT00911807,"ClinicalTrials.gov processed this data on January 31, 2020",2009-04-07,2009-04-07,,2009-06-04,2009-04-07,2009-06-02,Estimate,2009-04-07,2009-06-02,Estimate,,,,2009-06-04,2009-06-10,Estimate,October 2004,,2004-10-31,June 2009,2009-06-30,April 2008,Actual,2008-04-30,April 2008,Actual,2008-04-30,,Interventional,Combi,,Comparative Study to Test Safety and Efficacy of Neurotrophic and Cholinergic Treatment of Alzheimer's Disease,"A Randomized, Double-Blind, Clinical Trial to Compare the Safety and Efficacy of Cerebrolysin and Aricept (Donepezil) and a Combination Therapy in Patients With Probable Alzheimer's Disease (AD)",Completed,,Phase 2,217,Actual,Ever Neuro Pharma GmbH,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 18:21:22.041636,2020-02-01 18:21:22.041636,Ever Neuro Pharma GmbH,Industry,Donepezil + placebo,Drug
NCT02769065,"ClinicalTrials.gov processed this data on January 31, 2020",2016-05-10,2018-05-30,,2019-03-08,2016-05-10,2016-05-11,Estimate,2019-03-08,2019-06-10,Actual,,,,2019-03-08,2019-06-10,Actual,"May 5, 2016",Actual,2016-05-05,March 2019,2019-03-31,"June 8, 2017",Actual,2017-06-08,"June 8, 2017",Actual,2017-06-08,,Interventional,,Safety analysis set (SAS) included all participants who were enrolled and received at least 1 dose of the study drug.,Study of TAK-071 in Healthy Participants and Participants With Mild Cognitive Impairment/Mild Alzheimer Disease and Relative Bioavailability (BA) and Food Effect of TAK-071 in Healthy Participants,"A Phase 1 Safety, Tolerability, and Pharmacokinetic Study of Escalating Single and Multiple Oral Doses of TAK-071 in Healthy Subjects and Subjects With Mild Cognitive Impairment/Mild Alzheimer Disease and Relative Bioavailability and Food Effect of TAK-071 in Healthy Subjects",Terminated,,Phase 1,179,Actual,Takeda,,30,,Terminated prematurely as data from cohort no longer needed due to indication change.,False,,,,False,True,False,,,,,,,,,,,2020-02-01 10:23:19.348529,2020-02-01 10:23:19.348529,Takeda,Industry,Donepezil Placebo,Drug
NCT00439166,"ClinicalTrials.gov processed this data on January 31, 2020",2007-02-20,,,2018-03-15,2007-02-21,2007-02-23,Estimate,,,,,,,2018-03-15,2018-03-19,Actual,February 2007,,2007-02-28,March 2017,2017-03-31,December 2010,Actual,2010-12-31,April 2010,Actual,2010-04-30,,Interventional,,,Effects of Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Effects of Treatment With Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Completed,,Phase 3,100,Actual,McMaster University,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 20:43:09.592414,2020-02-01 20:43:09.592414,Hamilton Health Sciences Corporation,Other,doxycycline,Drug
NCT02792257,"ClinicalTrials.gov processed this data on January 31, 2020",2016-05-26,,,2019-06-25,2016-06-01,2016-06-07,Estimate,,,,,,,2019-06-25,2019-06-27,Actual,"March 1, 2017",Actual,2017-03-01,June 2019,2019-06-30,December 2020,Anticipated,2020-12-31,August 2020,Anticipated,2020-08-31,,Interventional,THC-AD,,Trial of Dronabinol Adjunctive Treatment of Agitation in Alzheimer's Disease (AD) (THC-AD),Pilot Trial of Dronabinol Adjunctive Treatment of Agitation in Alzheimer's Disease (AD) (THC-AD),Recruiting,,Phase 2,160,Anticipated,Johns Hopkins University,,2,,,False,,,,True,True,False,,,,,,,,,Undecided,,2020-02-01 10:18:48.371685,2020-02-01 10:18:48.371685,Johns Hopkins University,Other,Dronabinol (Marinol®),Drug
NCT01294540,"ClinicalTrials.gov processed this data on January 31, 2020",2011-02-10,,,2013-08-28,2011-02-10,2011-02-11,Estimate,,,,,,,2013-08-28,2013-08-29,Estimate,December 2010,,2010-12-31,August 2013,2013-08-31,December 2011,Actual,2011-12-31,October 2011,Actual,2011-10-31,,Interventional,,,"Evaluation of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2609 in Healthy Subjects and an Elderly Cohort","A Randomized, Double-blind, Placebo-controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Oral Doses of E2609 in Healthy Subjects and an Elderly Cohort",Completed,,Phase 1,73,Actual,Eisai Inc.,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 16:24:31.268851,2020-02-01 16:24:31.268851,Eisai Inc.,Industry,Drug: E2609,Drug
NCT01969123,"ClinicalTrials.gov processed this data on January 31, 2020",2013-10-21,,,2016-05-02,2013-10-24,2013-10-25,Estimate,,,,,,,2016-05-02,2016-05-03,Estimate,October 2013,,2013-10-31,September 2015,2015-09-30,January 2017,Anticipated,2017-01-31,January 2017,Anticipated,2017-01-31,,Interventional,,,Study of the Safety and Effectiveness of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease,"A Randomized, Double-blind, Placebo-controlled, Parallel-Group, 26-Week, Phase 3 Study of 2 Doses of EVP-6124 or Placebo in Subjects With Mild to Moderate Alzheimer's Disease Currently or Previously Receiving an Acetylcholinesterase Inhibitor Medication",Terminated,,Phase 3,474,Actual,FORUM Pharmaceuticals Inc,,3,,Study has been suspended due to clinical hold.,False,,,,,,,,,,,,,,,,,2020-02-01 13:27:15.310397,2020-02-01 13:27:15.310397,FORUM Pharmaceuticals Inc,Industry,Drug: EVP-6124,Drug
NCT01969136,"ClinicalTrials.gov processed this data on January 31, 2020",2013-10-21,,,2016-05-02,2013-10-24,2013-10-25,Estimate,,,,,,,2016-05-02,2016-05-03,Estimate,October 2013,,2013-10-31,September 2015,2015-09-30,January 2017,Anticipated,2017-01-31,January 2017,Anticipated,2017-01-31,,Interventional,,,Study of the Safety and Effectiveness of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease,"A Randomized, Double-blind, Placebo-controlled, Parallel-Group, 26-Week, Phase 3 Study of 2 Doses of EVP-6124 or Placebo in Subjects With Mild to Moderate Alzheimer's Disease Currently or Previously Receiving an Acetylcholinesterase Inhibitor Medication",Terminated,,Phase 3,403,Actual,FORUM Pharmaceuticals Inc,,3,,Study has been suspended due to clinical hold.,False,,,,,,,,,,,,,,,,,2020-02-01 13:27:15.097847,2020-02-01 13:27:15.097847,FORUM Pharmaceuticals Inc,Industry,Drug: EVP-6124,Drug
NCT01928420,"ClinicalTrials.gov processed this data on January 31, 2020",2012-08-17,,2016-10-07,2016-10-14,2013-08-20,2013-08-26,Estimate,,,,2016-10-14,2016-10-17,Estimate,2016-10-14,2016-10-17,Estimate,April 2007,,2007-04-30,October 2016,2016-10-31,June 2014,Actual,2014-06-30,June 2014,Actual,2014-06-30,,Interventional,,,"A Single Site, Randomized, Double-blind, Placebo Controlled Trial of NIC5-15 in Subjects With Alzheimer's Disease","A Single Site, Randomized, Double-blind, Placebo Controlled Trial of NIC5-15 in Subjects With Alzheimer's Disease",Completed,,Phase 2,30,Actual,Humanetics Corporation,,2,,,False,,,,True,,,,,,,,,,,Undecided,,2020-02-01 13:38:52.901927,2020-02-01 13:38:52.901927,Humanetics Corporation,Industry,Drug: NIC5-15,Drug
NCT01276353,"ClinicalTrials.gov processed this data on January 31, 2020",2011-01-12,2014-02-24,,2014-08-05,2011-01-12,2011-01-13,Estimate,2014-07-07,2014-08-01,Estimate,,,,2014-08-05,2014-08-08,Estimate,January 2011,,2011-01-31,August 2014,2014-08-31,April 2012,Actual,2012-04-30,April 2012,Actual,2012-04-30,,Interventional,,,A Study Versus E2020 10mg Followed by an Open-label Extension Phase to Explore the Safety of E2020 SR 23 mg in Japanese Subjects With Severe Alzheimer's Type Dementia,"A Randomized, Double Blind, Parallel-Group Comparison Study Versus E2020 10mg Followed by an Open-label Extension Phase to Explore the Safety of E2020 SR 23 mg in Japanese Subjects With Severe Alzheimer's Type Dementia",Completed,,Phase 2,45,Actual,Eisai Inc.,,2,,,False,,,,,,,,,,,,,,,,,2020-02-01 16:29:41.006388,2020-02-01 16:29:41.006388,Eisai Inc.,Industry,E2020,Drug
NCT01404169,"ClinicalTrials.gov processed this data on January 31, 2020",2011-07-26,,,2017-03-07,2011-07-26,2011-07-27,Estimate,,,,,,,2017-03-07,2017-03-08,Actual,September 2011,Actual,2011-09-30,March 2017,2017-03-31,September 2014,Actual,2014-09-30,July 2014,Actual,2014-07-31,,Interventional,,,"A 24-weeks, Multi-center, Randomized, Double-blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Donepezil Hydrochloride in Chinese Subjects With Severe Alzheimer's Disease","A 24-weeks, Multi-center, Randomized, Double-blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Donepezil Hydrochloride in Chinese Subjects With Severe Alzheimer's Disease",Completed,,Phase 3,260,Actual,Eisai Inc.,,2,,,False,,,,,,,,,,,,,,,,,2020-02-01 15:54:49.274654,2020-02-01 15:54:49.274654,Eisai Limited,Industry,E2020,Drug
NCT01539031,"ClinicalTrials.gov processed this data on January 31, 2020",2012-02-21,,,2015-09-16,2012-02-24,2012-02-27,Estimate,,,,,,,2015-09-16,2015-09-17,Estimate,March 2012,,2012-03-31,September 2015,2015-09-30,March 2015,Actual,2015-03-31,January 2015,Actual,2015-01-31,,Interventional,,,Compare the Efficacy and Safety of Donepezil Hydrochloride 23 mg Treatment With Continuation of Donepezil Hydrochloride 10 mg Treatment in Japanese Subjects With Severe Alzheimer's Disease,"Randomized, Multicenter, Double-blind, Double-dummy, Parallel-Group Study With an Open-label Extension Phase to Compare the Efficacy and Safety of Donepezil Hydrochloride 23 mg Treatment With Continuation of Donepezil Hydrochloride 10 mg Treatment in Japanese Subjects With Severe Alzheimer's Disease",Completed,,Phase 3,351,Actual,Eisai Inc.,,2,,,False,,,,,,,,,,,,,,,,,2020-02-01 15:19:37.202868,2020-02-01 15:19:37.202868,"Eisai Co., Ltd.",Industry,E2020,Drug
